Images,Probabilities
1f469-1f3ff-200d-1f9b3.jpg,0.2722723
1f469-1f3fe-200d-1f9b3.jpg,0.26989183
1f468-1f3fe-200d-1f9b2.jpg,0.2669335
1f9d1-1f3fe-200d-1f9b2.jpg,0.26535738
1f469-1f3ff-200d-1f9b2.jpg,0.26505154
